"conno","clssc_nm","entrp_nm","cont","unmrg_yr","undrt_ntn_nm","undrt_entrp_itm_nm","sell_ntn_nm","sell_entrp_nm","sell_entrp_itm_nm","unmrg_amt_val","unmrg_prps_cont","spftr_cont","rmrk","opert_sctin_cd","data_crtin_dt","cntct_prces_stts_cd","cntct_prces_dt"
"838",국내-국내(In-In),포비스티앤씨,"<p>가. 회사 경영에 미치는 효과</p><p>- 본 보고서 제출일 현재 주식회사 포비스티앤씨는 주식회사 온누리투어의 지분 100%를 보유하고 있으며, 합병법인과 피합병법인의 합병비율은 1:0 으로 흡수합병.</p><p>- 본 합병 완료 시 주식회사 포비스티앤씨는 존속회사이며, 주식회사 온누리투어는 합병으로 해산.</p><p>-합병회사 주식회사 포비스티앤씨는 본 합병을 진행함에 있어 신주를 발행하지 않으며, 주식회사 포비스티앤씨의 최대주주변경은 없음.</p><p><br></p><p>나. 회사 재무 및 영업에 미치는 효과</p><p>- 본 합병을 통한사업다각화로 기업이미지 제고 및 영업시너지 및 매출 증대효과 예상</p>","2020","",소프트웨어 공급,"",온누리투어,온누리투어,"",사업다각화를 통한 시너지 효과 창출 및 경영효율성 증대를 통한 기업가치 제고,"","",I,"20210119",S,"20231014"
"390",해외-해외(Out-Out),루프트한자,"<p>독일의 루프트한자 항공이 오스트리아항공(AUA) 인수 계약을 체결, 유럽 최대 항공사로 탄생하게 됐다.&nbsp;</p><p>루프트한자는 오스트리아 정부가 보유한 오스트리아항공 지분 41.6%를 상징적으로 주당 1센트，총 36만6000유로(46만3000달러)에 인수하되 추후 경영성과에 따라 1억6200만유로(2억527만달러)를 지급했다.</p><p>루프트한자는 인수가 완료될 경우 에어프랑스-KLM 그룹을 제치고 연간 7400만명의 승객을 수송하는 유럽 최대 항공사로 부상하게 된다. 또 2005년 스위스항공을 합병했던 루프트한자가 오스트리아항공까지 인수함으로써 독일어권의 항공운송 산업을 사실상 독점하게 됐다.</p>","2008",독일,항공,오스트리아,오스트리아항공(AUA),오스트리아항공(AUA),"2억527만 달러","",지분 41.56% 주당 1센트,"",I,"20210119",S,"20231014"
"332",국내-국내(In-In),팜한농,"<p>이원화된 작물보호제 사업을 합병을 통해 역량을 집중시켜 수익성 및 관리업무 효율성 제고하고, 구매/재고 관리 효율성 증대로 시너지를 극대화 하고자 합니다.</p><p>합병회사인 (주)팜한농은 피합병회사인 (주)아그로텍의 주식을 100% 소유하고 있고, 합병 시</p><p>합병회사는 피합병회사의 주식에 대해 신주를&nbsp; 발행하지 않으므로 합병비율을 1:0 으로 산출함</p>","2017","",농약 제조업체,"",아그로텍,아그로텍,"",작물보호제사업 통합으로 사업운영 효율성 및 사업 경쟁력 제고,"","",I,"20210119",S,"20231014"
"496",해외-해외(Out-Out),다이오제지,"<p>일본 화장지 시장 점유율 1위 기업인 다이오제지는 2017년에 닛신보 페이퍼 프로덕츠(점유율 4위, 8%)를 인수하였으며, 인수를 계기로 신상품 개발 시 마케팅기획, 영업, 생산 등 다양한 부서의 직원들이 모여 의논하는 시스템을 고안하였다. 이러한 개발 프로세스를 통해 다이오제지는 기존 두루마리 휴지 대비 흡수력이 5배 높아 피부에 들러붙거나 찢어지지 안ㄶ는 '비데용 화장지'를 개발하여 소비자들의 이목을 끄는 데에 성공했다.</p>","2017",일본,제지,일본,닛신보 페이퍼 프로덕츠,닛신보 페이퍼 프로덕츠,"",경쟁력강화,"","",I,"20210119",S,"20231014"
"243",국내-국내(In-In),한화에이스기업인수목적1호,"<p>한화에이스기업인수목적1호㈜의 최대주주는 엘에스자산운용㈜이며 6.22%를 보유하고 있고, ㈜디알텍의 최대주주는 윤정기 외 6인으로 24.10%를 보유하고 있습니다. 합병 완료시 존속법인의 최대주주는 윤정기 외 6인으로 28.05%로 변경(합병비율 1:6.2390476로 합병 가정, SPAC 전환사채 전환 및 피합병법인의 신주인수권행사 가정)됩니다.&nbsp;&nbsp;</p><p>한화에이스기업인수목적1호㈜와 ㈜디알텍의 합병이 완료되면 형식적으로는 한화에이스기업인수목적1호㈜가 존속법인이 되고 ㈜디알텍은 소멸법인이 되나, 실절적으로는 ㈜디알텍이 사업의 계속성을 유지한 채 코스닥시장에 상장하는 효과를 가지게 됩니다.</p><p>한편, 한화에이스기업인수목적1호㈜는 다른 기업과의 합병만을 유일한 목적으로 하는 명목회사로서 ㈜디알텍과 합병 후 존속법인은 ㈜디알텍의 주요 사업인 의료용기기 제조 사업으로 할 것입니다. 한편, 한화에이스기업인수목적1호㈜의 설립 및 코스닥시장 공모 시에 모집된 자금은 합병존속법인의 사업 확장 및 운영자금 등으로 사용될 예정이며, 이를 통해 매출 증대 및 이익 실현이 가속화 될 것이라 예상됩니다.</p>","2016","",기업인수,"",디알텍,디알텍,"723","지속적인 성장을 위한 투자재원을 확보, 대외 인지도 상승에 따른 우수인력을 유치","","",I,"20210119",S,"20231014"
"847",국내-국내(In-In),코비코,"<p>양수도 대상 주식 발행회사 (주)네이블커뮤니케이션즈</p><p>양도 주식 수 보통주 1,577,579주</p><p>양도인 (주)엔텔스</p><p>양수인 코비코(주)</p><p>거래대금 11,850,000,000원(현금수령)</p>","2020","",특장 전문,"",엔텔스,엔텔스,"118","",주식양수도,"",I,"20210119",S,"20231014"
"685",국내-국내(In-In),버추얼텍,"<p>1. 회사 경영에 미치는 효과</p><p>본 주요사항보고서 제출일 현재 (주)버추얼텍은 (주)비바워크의 지분을 100% 보유하고 있음.</p><p>본 합병 완료시 (주)버추얼텍은 존속회사로 계속 남아 있게 되며, 피합병법인 (주)비바워크는 합병 후 해산하게 됨.</p><p>합병법인 (주)버추얼텍은 본 합병을 함에 있어 신주를 발행하지 않으며, 본 합병 완료 후 (주)버추얼텍의 최대주주 변경은 없음.</p><p><br></p><p>2. 회사 재무 및 영업에 미치는 영향 및 효과&nbsp;</p><p>본 합병을 통해 인적, 물적 자원을 효율적으로 결합하여 경영 효율성을 증대시킬 것으로 기대함.</p><p>또한, 통합전략수립ㆍ운용을 통해 시너지 효과를 극대화해 회사의 재무 및 영업 등 실적개선에 긍정적인 영향을 미칠 것으로 예상함.</p>","2019","",모바일 게임 전문,"",비바워크,비바워크,"","비용절감, 관리 및 경영효율성 증대로 주주가치의 극대화 실현","","",I,"20210119",S,"20231014"
"480",해외-해외(Out-Out),SAP,"<p>SAP가 '알티스케일'을 인수했다. 알티스케일은 데이터관리 소프트웨어(SW)를 서비스 형태로 제공하는 미국 스타트업이다.&nbsp;</p><p>SAP는 알티스케일 인수로 대규모 데이터 서비스 역량 강화를 꾀한 모습이다. 알티스케일 기술로 그간 서드파티 솔루션을 찾던 고객 수요를 사로잡고, 기존 HANA 클라우드플랫폼, IoT, 애널리틱스, LoB 클라우드앱, 비즈니스 네트워크 솔루션 보완재로도 활용한다는 구상이 엿보인다.</p><p>회사측은 ""SAP와 알티스케일은 기업들이 데이터를 통해 비즈니스가치를 얻고 빅데이터를 성공적으로 활용하는 걸 돕는다는 전반적인 관점을 공유한다""며 ""알티스케일이 하둡과 스파크 기반 서비스 분야를 선도해 온만큼 SAP는 기술, 데이터플랫폼, PaaS, 애널리틱스, 애플리케이션 스택을 아우르는 빅데이터 분야에서 온전한 가치를 창출할 수 있게 됐다""고 밝혔다.<br></p>","2016",독일,소프트웨어,미국,알티스케일,알티스케일,"1억2000만달러",시장 입지 강화,"","",I,"20210119",S,"20231014"
"381",국내-국내(In-In),제일홀딩스,"<p>합병회사인 제일홀딩스 주식회사와 피합병회사인 주식회사 하림홀딩스는 독점규제 및 공정거래에 관한 법률상 하림그룹 기업집단 소속의 계열회사로, 본 신고서 제출일 현재 합병회사인 제일홀딩스 주식회사의 최대주주는 김홍국(29.74%, 특수관계자 포함 시 66.51%)이며, 피합병회사인 주식회사 하림홀딩스의 최대주주는 제일홀딩스 주식회사(68.09%, 특수관계자 포함 시 73.99%)입니다. 본건 합병 완료시, 합병회사인 제일홀딩스 주식회사는 존속회사로 남게 되며, 최대주주의 변경은 없습니다.</p><p>- 합병 후 주식회사 하림홀딩스는 해산할 예정이며, 제일홀딩스 주식회사는 존속법인으로 계속 남아 주식회사 하림홀딩스의 모든 지위를 승계할 계획입니다.</p>","2018","",지주회사,"",하림홀딩스,하림홀딩스,"3400","사업 경쟁력 강화, 자금운용 효율화 도모 및 신규 사업기회 모색 등의 장기적 성장 전략의 일환","","",I,"20210119",S,"20231014"
"551",해외-해외(Out-Out),사노피,"<p>프랑스의 다국적 제약사 사노피가 미국 바이오테크 업체인 바이오베라티브(Bioverativ)를 116억 달러에 인수하며, 인수대금은 주당 105달러로 이는 지난 19일 베라티브 종가에 64%의 프리미엄을 얹은 것이다.</p><p>이번 인수합병(M&amp;A)은 프랑스 최대 제약사인 사노피가 당뇨병 치료제 외 다른 시장 진출을 모색하면서 이뤄졌다.</p>","2018",프랑스,제약,미국,바이오베라티브,바이오베라티브,"116억달러",시장 확대,"","",I,"20210119",S,"20231014"
"195",국내-국내(In-In),씨앤피로엔이,<p>&nbsp;㈜씨앤피로엔 보통주식 : ㈜스페이스네트 보통주식 = 1 : 34.134625<br></p>,"2015","",통신 재판매업,"",스페이스네트,스페이스네트,"220",사업 다각화를 통해 다양한 수익구조의 기반을 창출하고 피합병법인이 영위하는 사업을 신성장동력으로 육성함으로써 향후 지속적인 이익 창출 및 성장,"","",I,"20210119",S,"20231014"
"854",국내-국내(In-In),이엠앤아이,"<p>합병을 통해 합병법인인 주식회사 이엠앤아이가 피합병법인인 주식회사 이엠인덱스를 종속회사로 유지함에 따른 불필요한 자원낭비를 줄이고 인적, 물적 자원을 효율적으로 활용함으로써, 경영효율성 증대를 기대할 수 있습니다.</p><p>이에 본건 합병의 효과는 궁극적으로 합병 당사회사의 재무 및 영업에 긍정적인 영향을 줄 수 있을 것으로 판단</p>","2020","",금형제작,"",이엠인덱스,이엠인덱스,"",합병을 통하여 경영효율성을 증대하고 사업간 시너지효과를 높임으로써 주주가치를 제고,"","",I,"20210119",S,"20231014"
"498",해외-해외(Out-Out),바이두,<p>바이두는 중국어판 시리(Siri)인 인공지능 기반 음성 플랫폼 플로우(Flow)를 개발한 레이븐 테크를 인수하고 인공지능분야 전문가인 기 루(Qi Lu)를 그룹 CTO로 임명했다고 밝혔다. 구체적인 인수금액은 밝혀지지 않았다.</p>,"2017",중국,포탈사이트,중국,레이븐테크,레이븐테크,"","",AI음성비서플랫폼,"",I,"20210119",S,"20231014"
"398",해외-해외(Out-Out),마루베니,"<p>일본 종합상사 마루베니가 칠레의 3위 수처리 기업 아구스 누베스를 약 400억엔에 인수키로 했고 이는 일본 기업이 해외 수처리기업을 인수한 금액 중 최대 규모이다.&nbsp;</p><p>마루베니는 민관합동협력사인 이노베이션 네트워크와 함께 아구스 누베스 지주사 스페인 방코 산탄데르 그룹으로부터 지분 50%를 인수할 계획이다.&nbsp;</p><p>아구스 누베스는 칠레에서 상하수도 부설, 정수설비 제조 등을 하고 있으며 칠레 인구 10%인 120만명의 고객을 확보하고 있다. 수처리 사업은 높은 성장 잠재력을 갖고 있어 유럽 등 선진국들이 주목하고 있다. 전세계 수처리 사업 시장 규모는 2007년 약 36조엔에서 오는 2025년에는 약 85조엔으로 늘어날 것으로 전망되고 있다.</p>","2010",일본,종합상사,칠레,아구스 누베스,아구스 누베스,"400억엔","","","",I,"20210119",S,"20231014"
"98",해외-해외(Out-Out),사노피,<p>프랑스 제약회사인 사노피-신데라보가 아벤티스를 인수해 세계 3위의 제약회사가 탄생했다.&nbsp;</p><p>아벤티스 이사회는 25일(현지시간) 사노피의 650억달러(550억유로) 규모의 인수 제안을 만장일치로 승인했다. 사노피가 아벤티스에 대해 적대적 인수안을 제시한 지 3개월 만이다.&nbsp;</p><p>양 사가 합병하면 미국의 화이저와 독일의 글락소스미스클라인에 이어 세계 3대 제약사로 거듭나게 된다. 지난해 기준으로 아벤티스와 사노피-신데라보의 총 매출 규모는 300억달러에 달한다.&nbsp;</p><p>사노피와 아벤티스의 합병에는 프랑스 정부의 노력이 컸던 것으로 알려졌다. 프랑스 정부는 양 사의 최고 경영자(CEO)의 만남을 주선하는 등 합병 성사에 적극 노력했던 것으로 나타났다.&nbsp;</p><p>이는 프랑스 국적의 대형 제약사가 존재해야 한다는 정치적 계산이 깔린 노력이었다고 분석했다.&nbsp;</p><p>사노피는 아벤티스 6주에 자사주 5주와 142달러(120유로)를 얹어 주겠다고 말했다. 앞서 인수 조건은 아벤티스 6주에 자사주 5주와 69유로를 주는 제안이었다.&nbsp;</p>,"2004",프랑스,제약,프랑스,아벤티스,아벤티스,"650억달러","","","",I,"20210119",S,"20231014"
"182",국내-국내(In-In),소주화창기전유한공사,"<p>중국에 위치한 소주화창기전유한공사 및 소주대동기전과기유한공사는 자본금을 주식으로 나누어 지는 것이 아니므로 주식수, 액면금액 개념이 없으며, 납입자본금에 대한 지분을 보유하고 있습니다.</p><p>현재, 소주화창기전유한공사는 대동의 자회사이며, 소주대동기전과기유한공사는 소주화창기전유한공사의 소유지분 100% 자회사 입니다. 향후 소주대동기전과기유한공사는 법인말소 진행</p>","2015","",자동차부품 제조,"",소주대동기전과기유한공사,소주대동기전과기유한공사,"",경영효율성 및 연구능력 강화,"","",I,"20210119",S,"20231014"
"639",국내-국내(In-In),광동제약,"<p>광동제약은 애플에셋 발행주식의 100%를 보유하고 있음. 또한 합병법인은 피합병법인을 합병비율 1:0으로 흡수합병하며, 본 합병으로 인하여 광동제약은 존속회사로 남고 애플에셋는 소멸된다.<br></p>","2019","",제약,"",애플에셋,애플에셋,"",종속회사로 유지함에 따른 자원낭비 제거 및 비용절감을 통한 경영효율성 제고,"",자회사,I,"20210119",S,"20231014"
"263",국내-국내(In-In),엔에이치기업인수목적5호,"<p>(주)이노인스트루먼트는 합병을 통해 엔에이치기업인수목적5호(주)가 보유한 예치금을 투자에 활용하는 것은 물론 코스닥시장에 상장하는 효과를 누리게 되며 이러한 과정에서 언론 및 투자자에게 많은 노출의 기회를 가질 수 있습니다. 또한, 투자금의 유입으로 제고되는 재무구조를 활용하여 보다 낮은 금리로 시장에서 자금을 조달할 수 있으며 코스닥시장 상장사로서 기관투자자, 애널리스트 등은 물론 개인투자자로부터 관심을 받게 되어 직원의 자긍심을 고취하고 사업 확장 및 대외 인지도 향상에 큰 효과를 거둘 수 있을 것으로 판단됩니다.<br></p>","2016","",기업인수,"",이노인스트루먼트,이노인스트루먼트,"1844","(1) 합병 시 유입 자금을 활용하여 설비투자 확대 및 신규시장 개척
(2) 경영 투명성 및 대외 신인도 강화
(3) 코스닥 시장 상장을 통한 자금 조달능력 증대
(4) 주주와 사회에 대한 책임 구현
(5) 우수인력 유치를 통한 기업경쟁력 강화
(6) 종업원 자긍심 고취","","",I,"20210119",S,"20231014"
